Timestamp,Status,Response Time,Client IP,Method,Endpoint
2025/02/19 - 03:03:49,200,57.007400842s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:03:59,200,30.385739274s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:04:14,200,437.209µs,192.168.0.1,GET,/api/tags
2025/02/19 - 03:04:35,200,35.39µs,192.168.0.1,GET,/api/version
2025/02/19 - 03:04:41,200,37.55µs,192.168.0.1,GET,/api/version
2025/02/19 - 03:04:47,200,64.46µs,192.168.0.1,GET,/api/version
2025/02/19 - 03:05:00,200,58.521871854s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:05:04,200,1m1s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:06:14,200,48.62µs,192.168.0.1,GET,/api/version
2025/02/19 - 03:06:45,200,11.537663ms,172.16.34.69,POST,/api/show
2025/02/19 - 03:06:45,200,11.789713ms,172.16.34.69,POST,/api/show
2025/02/19 - 03:06:45,200,12.211262ms,172.16.34.69,POST,/api/show
2025/02/19 - 03:06:50,200,392.20295ms,172.16.34.69,POST,/api/embed
2025/02/19 - 03:07:45,200,290.013702ms,172.16.34.69,POST,/api/generate
2025/02/19 - 03:08:02,200,2.912478725s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:11:12,200,18.705939929s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:11:39,200,30.62487162s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:12:41,200,394.949µs,192.168.0.1,GET,/api/tags
2025/02/19 - 03:12:41,200,40.05µs,192.168.0.1,GET,/api/version
2025/02/19 - 03:13:16,200,574.256551ms,192.168.0.1,POST,/api/chat
2025/02/19 - 03:13:23,200,7.123159791s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:13:31,200,8.383750587s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:13:58,200,10.767594983s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:14:12,200,1.985178965s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:14:16,200,9.613543029s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:14:18,200,5.769794411s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:14:45,200,14.259896851s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:14:56,200,10.639108623s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:15:17,200,2.418901524s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:15:25,200,4.69494664s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:15:28,200,10.460441037s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:15:48,200,16.880376968s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:16:05,200,185.854186ms,172.16.34.69,POST,/api/generate
2025/02/19 - 03:16:10,200,659.550235ms,172.16.34.69,POST,/api/generate
2025/02/19 - 03:16:44,200,16.103870046s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:16:48,200,13.736963494s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:16:58,200,11.619717793s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:17:10,200,10.936193094s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:17:25,200,37.299521804s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:17:48,200,17.589898289s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:18:08,200,423.679µs,192.168.0.1,GET,/api/tags
2025/02/19 - 03:18:15,200,18.63776122s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:18:18,200,29.422099218s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:18:24,200,13.342830356s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:18:37,200,12.200515765s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:18:51,200,11.963592345s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:19:01,200,30.489825ms,172.16.34.69,POST,/api/generate
2025/02/19 - 03:19:09,200,3.433732134s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:19:12,200,18.826486541s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:19:14,200,4.214700849s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:19:49,200,14.584178ms,10.61.248.15,POST,/api/show
2025/02/19 - 03:19:49,200,14.489258ms,10.61.248.15,POST,/api/show
2025/02/19 - 03:19:50,200,12.046312ms,10.61.248.15,POST,/api/show
2025/02/19 - 03:19:50,200,12.522922ms,10.61.248.15,POST,/api/show
2025/02/19 - 03:19:56,200,416.809µs,192.168.0.1,GET,/api/tags
2025/02/19 - 03:20:14,200,59.793878643s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:20:21,200,1.814155819s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:20:21,200,12.567212ms,10.61.248.15,POST,/api/show
2025/02/19 - 03:20:21,200,13.32398ms,10.61.248.15,POST,/api/show
2025/02/19 - 03:20:21,200,12.706591ms,10.61.248.15,POST,/api/show
2025/02/19 - 03:20:21,200,12.699701ms,10.61.248.15,POST,/api/show
2025/02/19 - 03:20:25,200,4.364186659s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:20:49,200,3.563180193s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:20:52,200,2.714132988s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:20:54,200,2.20577787s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:20:57,200,2.319524721s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:20:58,200,826.538728ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:20:58,200,619.153004ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:02,200,3.506017638s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:02,200,704.184199ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:04,200,1.071811916s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:07,200,3.07179726s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:07,200,118.984054ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:07,200,576.463268ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:08,200,266.886635ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:08,200,256.343111ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:08,200,302.790103ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:09,200,786.985867ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:12,200,3.479354976s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:13,200,201.168433ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:14,200,1.098974535s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:17,200,2.732121881s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:17,200,440.07765ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:23,200,6.178278007s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:33,200,6.037525225s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:51,200,445.455652ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:52,200,579.377014ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:53,200,423.696764ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:21:55,200,1m58s,10.61.248.15,POST,/api/chat
2025/02/19 - 03:22:12,200,359.901408ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:22:14,200,1.273211848s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:22:15,200,1.032323024s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:22:17,200,1.651170499s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:22:17,200,135.07613ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:22:22,200,4.920639617s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:22:28,200,6.571502536s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:22:30,200,393.979µs,192.168.0.1,GET,/api/tags
2025/02/19 - 03:22:30,200,46.96µs,192.168.0.1,GET,/api/version
2025/02/19 - 03:22:35,200,653.049725ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:22:35,200,362.856353ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:22:37,200,2.138558649s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:22:38,200,979.465012ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:22:39,200,862.977435ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:22:40,200,1.049735358s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:22:41,200,348.918724ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:22:42,200,1.216127333s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:22:42,200,478.592403ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:22:43,200,556.294188ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:22:44,200,609.370379ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:22:49,200,5.204544547s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:22:51,200,2.656102073s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:23:13,200,378.719µs,192.168.0.1,GET,/api/tags
2025/02/19 - 03:23:19,200,418.259µs,192.168.0.1,GET,/api/tags
2025/02/19 - 03:23:45,200,20.235235379s,10.61.248.15,POST,/api/chat
2025/02/19 - 03:23:46,200,578.052816ms,10.61.248.15,POST,/api/chat
2025/02/19 - 03:24:37,200,404.429µs,192.168.0.1,GET,/api/tags
2025/02/19 - 03:24:49,200,52.159046649s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:24:51,499,50.708016094s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:25:35,200,1m18s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:25:45,200,1m12s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:26:20,200,391.58µs,192.168.0.1,GET,/api/tags
2025/02/19 - 03:26:30,200,1m56s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:27:11,200,2m28s,10.61.248.15,POST,/api/chat
2025/02/19 - 03:27:56,200,2m37s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:28:08,200,3m16s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:28:19,200,2m39s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:28:20,499,1m15s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:28:28,200,2.175615134s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:28:29,200,46.562432621s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:28:29,200,1.241408565s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:28:41,200,1.155523382s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:28:42,200,38.125493ms,172.16.34.69,POST,/api/generate
2025/02/19 - 03:28:43,200,979.926182ms,172.16.34.69,POST,/api/generate
2025/02/19 - 03:28:56,200,210.999448ms,172.16.34.69,POST,/api/generate
2025/02/19 - 03:29:00,200,806.065909ms,172.16.34.69,POST,/api/generate
2025/02/19 - 03:29:09,200,1.679406147s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:29:09,200,395.552465ms,172.16.34.69,POST,/api/generate
2025/02/19 - 03:29:14,200,63.114307ms,172.16.34.69,POST,/api/generate
2025/02/19 - 03:29:29,200,10.805854367s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:29:32,200,2.415400789s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:29:39,200,6.146692325s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:29:46,200,12.414334259s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:30:10,200,26.696155427s,172.16.34.69,POST,/api/chat
2025/02/19 - 03:30:14,200,496.605436ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:30:15,200,98.270525ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:30:15,200,86.641822ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:30:16,200,86.893662ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:30:26,200,231.341248ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:30:26,200,177.840918ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:30:27,200,326.69µs,192.168.0.1,GET,/api/tags
2025/02/19 - 03:30:27,200,41.31µs,192.168.0.1,GET,/api/version
2025/02/19 - 03:30:29,200,48.463648ms,172.16.34.69,POST,/api/generate
2025/02/19 - 03:30:30,200,498.006234ms,172.16.34.69,POST,/api/generate
2025/02/19 - 03:30:32,200,543.876016ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:30:33,200,106.782723ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:30:33,200,86.897412ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:30:34,200,75.138319ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:30:34,200,1.791131012s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:30:35,200,117.860255ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:30:37,200,892.7461ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:30:38,200,1.43461387s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:30:43,200,6.310477342s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:30:56,200,18.703555912s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:31:00,200,19.515652232s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:31:03,200,1.294285447s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:31:05,200,184.005528ms,172.16.34.69,POST,/api/generate
2025/02/19 - 03:31:08,200,1.171515218s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:31:11,200,16.477778182s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:31:12,200,28.41981565s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:31:28,200,16.184538266s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:31:34,200,6.885260602s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:31:38,200,12.319849088s,192.168.0.1,POST,/api/chat
2025/02/19 - 03:31:50,200,1.261157426s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:31:51,200,40.926459ms,172.16.34.69,POST,/api/generate
2025/02/19 - 03:31:56,200,2.882021779s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:32:00,200,2.682401495s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:32:04,200,1.379534141s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:32:04,200,39.453301ms,172.16.34.69,POST,/api/generate
2025/02/19 - 03:32:11,200,7.449908998s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:32:11,200,72.088533ms,172.16.34.69,POST,/api/generate
2025/02/19 - 03:32:16,200,3.006604926s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:32:17,200,395.97µs,192.168.0.1,GET,/api/tags
2025/02/19 - 03:32:18,200,1.893039222s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:32:20,200,372.34µs,192.168.0.1,GET,/api/tags
2025/02/19 - 03:32:22,200,3.661871467s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:32:26,200,2.86831673s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:32:36,200,59.751482ms,172.16.34.69,POST,/api/generate
2025/02/19 - 03:32:39,200,42.176308ms,172.16.34.69,POST,/api/generate
2025/02/19 - 03:32:42,200,2.357594655s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:32:51,499,2.577957499s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:32:51,200,5.593809462s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:33:08,200,17.910109165s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:10,200,1.147123564s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:12,200,597.142677ms,172.16.34.69,POST,/api/generate
2025/02/19 - 03:33:14,200,646.932124ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:14,200,389.309684ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:15,200,525.573363ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:15,200,406.36966ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:16,200,1.941134011s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:33:16,200,489.368757ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:16,200,463.208915ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:17,200,486.70883ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:18,200,1.255520704s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:18,200,178.412696ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:19,200,116.405958ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:19,200,1.40707864s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:33:19,200,71.090615ms,172.16.34.69,POST,/api/generate
2025/02/19 - 03:33:22,200,3.110935961s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:25,200,111.043616ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:29,200,105.425905ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:29,200,135.05364ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:30,200,545.012485ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:30,200,168.406452ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:31,200,136.405848ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:32,200,29.967866ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:32,200,185.940505ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:33,200,133.959822ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:33,200,137.303127ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:34,200,135.49114ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:35,200,1.550978918s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:35,200,123.316757ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:36,200,132.770334ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:37,200,103.307208ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:38,200,101.866269ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:38,200,102.680148ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:38,200,138.838775ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:39,200,103.915076ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:39,200,103.203948ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:39,200,134.386742ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:41,200,835.958044ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:41,200,104.917535ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:33:47,200,3.240920789s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:14,200,103.361668ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:17,200,108.00201ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:17,200,97.305706ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:18,200,96.926577ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:19,200,129.356819ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:20,200,96.439858ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:20,200,130.073778ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:21,200,97.728946ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:21,200,129.910817ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:22,200,99.817392ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:23,200,164.863636ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:23,200,190.500888ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:24,200,168.077132ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:24,200,478.334043ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:25,200,522.541008ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:25,200,138.941695ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:25,200,472.228442ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:26,200,756.008763ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:27,200,1.038959244s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:27,200,99.392143ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:34,200,95.809309ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:34,200,96.344948ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:34:47,200,11.843649893s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:35:08,200,95.137229ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:35:09,200,101.200191ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:35:10,200,99.072374ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:35:13,200,3.31512534s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:35:15,200,95.029729ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:35:16,200,90.253447ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:35:16,200,89.314838ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:35:17,200,89.377758ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:35:20,200,1.201226624s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:35:20,200,89.957387ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:35:31,200,2m9s,172.16.34.69,POST,/api/generate
2025/02/19 - 03:35:54,200,422.179µs,192.168.0.1,GET,/api/tags
2025/02/19 - 03:35:58,200,904.573943ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:35:58,200,89.236668ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:35:58,200,89.297768ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:35:59,200,88.856708ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:00,200,123.911977ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:01,200,642.52383ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:03,200,1.084695747s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:03,200,117.037137ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:04,200,1.398619112s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:06,200,2.327586749s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:07,200,533.529951ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:07,200,89.709447ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:08,200,483.604015ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:09,200,503.001166ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:10,200,1.144987517s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:11,200,1.124979667s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:12,200,1.351292043s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:13,200,313.894976ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:13,200,603.118488ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:14,200,463.073615ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:14,200,670.355349ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:15,200,528.838508ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:15,200,219.438066ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:16,200,439.52926ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:16,200,566.732572ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:17,200,345.862339ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:17,200,485.879432ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:18,200,506.402032ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:18,200,370.492282ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:19,200,749.336263ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:23,200,4.237738776s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:23,200,478.167953ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:24,200,510.889125ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:25,200,544.497216ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:28,200,3.45702557s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:30,200,1.915500868s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:37,200,6.766811867s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:38,200,1.402919116s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:39,200,553.449932ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:39,200,175.36793ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:39,200,374.305627ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:40,200,488.010178ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:36:54,200,13.724533023s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:37:18,200,360.77µs,192.168.0.1,GET,/api/tags
2025/02/19 - 03:37:18,200,29.5µs,192.168.0.1,GET,/api/version
2025/02/19 - 03:40:24,200,4.927877015s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:25,200,716.852581ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:26,200,833.607858ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:26,200,474.171609ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:27,200,959.330002ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:28,200,637.786907ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:28,200,344.85696ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:29,200,1.047357472s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:30,200,982.680877ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:31,200,526.948861ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:31,200,211.063368ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:32,200,491.433893ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:32,200,597.199448ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:33,200,676.834369ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:33,200,208.519562ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:34,200,868.916816ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:34,200,382.143346ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:35,200,655.925811ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:35,200,399.925019ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:36,200,1.074562812s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:37,200,542.006659ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:37,200,183.708668ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:38,200,154.476661ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:39,200,156.859148ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:39,200,159.443054ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:40,200,808.901024ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:41,200,1.100407913s,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:42,200,910.551514ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:43,200,230.01626ms,10.61.248.15,POST,/api/generate
2025/02/19 - 03:40:43,200,159.536654ms,10.61.248.15,POST,/api/generate
